site_id,lat,lon,capacity,capacity_factor
41143,38.651669,-98.617279,16.0,0.491
41230,38.667061,-98.73642,16.0,0.478
41231,38.667694,-98.712738,16.0,0.479
41232,38.668312,-98.689087,16.0,0.48
41233,38.66893,-98.665405,16.0,0.483
41234,38.669552,-98.641724,16.0,0.485
41235,38.670155,-98.618042,16.0,0.48700000000000004
41343,38.685543,-98.737244,16.0,0.47200000000000003
41344,38.686176,-98.713562,16.0,0.475
41345,38.686802,-98.68988,16.0,0.475
41346,38.687416,-98.666199,16.0,0.475
41347,38.68803,-98.642517,16.0,0.478
41348,38.688644,-98.618835,16.0,0.48
41463,38.704029,-98.738037,16.0,0.46299999999999997
41464,38.704662,-98.714355,16.0,0.469
41465,38.70528,-98.690674,16.0,0.47
41466,38.705902,-98.666962,16.0,0.47
41467,38.706512,-98.64328,16.0,0.47200000000000003
41468,38.707115,-98.619598,16.0,0.47600000000000003
41570,38.722507,-98.738831,16.0,0.455
41571,38.723152,-98.715149,16.0,0.46299999999999997
41572,38.723766,-98.691467,16.0,0.46799999999999997
41573,38.724384,-98.667755,16.0,0.469
41574,38.725006,-98.644073,16.0,0.47
41575,38.725605,-98.620361,16.0,0.475
41670,38.740997,-98.739655,16.0,0.451
41671,38.741631,-98.715942,16.0,0.455
41672,38.74226,-98.692261,16.0,0.46399999999999997
41673,38.742882,-98.668549,16.0,0.466
41885,38.77861,-98.71756,16.0,0.424
41991,38.797089,-98.718384,16.0,0.39399999999999996
41992,38.797722,-98.694641,16.0,0.396
42088,38.815594,-98.719177,16.0,0.39299999999999996
42978,39.022095,-98.609039,16.0,0.42100000000000004
43069,39.037514,-98.728882,16.0,0.423
43070,39.038147,-98.705078,16.0,0.431
43071,39.038761,-98.681274,16.0,0.42700000000000005
43072,39.040596,-98.609802,16.0,0.389
43152,39.056007,-98.729706,16.0,0.424
43153,39.056633,-98.705872,16.0,0.428
43154,39.057255,-98.682068,16.0,0.42
43155,39.059097,-98.610596,16.0,0.348
43248,39.074509,-98.730499,16.0,0.405
43249,39.075138,-98.706665,16.0,0.408
43250,39.075764,-98.682861,16.0,0.402
40786,38.574017,-98.756012,16.0,0.461
40868,38.591213,-98.804108,16.0,0.479
40869,38.591862,-98.780457,16.0,0.47200000000000003
40870,38.592487,-98.756836,16.0,0.462
40951,38.609695,-98.804932,16.0,0.478
40952,38.610336,-98.781311,16.0,0.47200000000000003
40953,38.610981,-98.757629,16.0,0.46799999999999997
41048,38.627525,-98.829437,16.0,0.479
41049,38.628174,-98.805786,16.0,0.478
41050,38.628826,-98.782104,16.0,0.47700000000000004
41051,38.629459,-98.758453,16.0,0.47600000000000003
41134,38.646,-98.830261,16.0,0.474
41135,38.646656,-98.80661,16.0,0.478
41136,38.647301,-98.782928,16.0,0.48100000000000004
41137,38.647942,-98.759277,16.0,0.48200000000000004
41226,38.66449,-98.831116,16.0,0.467
41227,38.665142,-98.807434,16.0,0.473
41228,38.665787,-98.783752,16.0,0.478
41229,38.666428,-98.760071,16.0,0.479
41339,38.682976,-98.83194,16.0,0.457
41340,38.683628,-98.808258,16.0,0.46399999999999997
41341,38.684277,-98.784576,16.0,0.47100000000000003
41342,38.684906,-98.760925,16.0,0.47100000000000003
41460,38.702114,-98.809082,16.0,0.452
41461,38.702755,-98.7854,16.0,0.462
41462,38.703396,-98.761719,16.0,0.46299999999999997
41567,38.720596,-98.809937,16.0,0.444
41568,38.721237,-98.786224,16.0,0.45299999999999996
41569,38.721878,-98.762543,16.0,0.456
41669,38.74036,-98.763367,16.0,0.452
41883,38.77734,-98.765015,16.0,0.41700000000000004
41884,38.777973,-98.741272,16.0,0.424
41989,38.79583,-98.765808,16.0,0.38799999999999996
41990,38.796467,-98.742096,16.0,0.395
42086,38.814327,-98.766632,16.0,0.39899999999999997
42087,38.814957,-98.74292,16.0,0.397
40709,38.559849,-98.589783,16.0,0.457
40791,38.578339,-98.590546,16.0,0.465
40792,38.578934,-98.566895,16.0,0.469
40877,38.596821,-98.591309,16.0,0.47600000000000003
40878,38.598003,-98.544006,16.0,0.484
40960,38.615898,-98.56842,16.0,0.489
40961,38.616489,-98.544739,16.0,0.493
40962,38.617073,-98.521118,16.0,0.5
41058,38.633785,-98.592834,16.0,0.49200000000000005
41059,38.63438,-98.569153,16.0,0.49200000000000005
41060,38.634975,-98.545502,16.0,0.496
41061,38.635555,-98.521851,16.0,0.501
41062,38.636135,-98.498169,16.0,0.5
41144,38.652267,-98.593597,16.0,0.491
41145,38.652863,-98.569946,16.0,0.489
41146,38.65345,-98.546265,16.0,0.491
41147,38.654045,-98.522583,16.0,0.49700000000000005
41236,38.670757,-98.59436,16.0,0.486
41237,38.671345,-98.570679,16.0,0.48100000000000004
41238,38.671944,-98.546997,16.0,0.484
41239,38.67252,-98.523346,16.0,0.489
41349,38.689243,-98.595154,16.0,0.48
41350,38.689831,-98.571442,16.0,0.475
41351,38.690426,-98.54776,16.0,0.47700000000000004
41469,38.707729,-98.595886,16.0,0.47700000000000004
41470,38.708317,-98.572205,16.0,0.47
41576,38.726212,-98.59668,16.0,0.47700000000000004
41577,38.727989,-98.525574,16.0,0.465
42172,38.838928,-98.53009,16.0,0.428
42173,38.839504,-98.506348,16.0,0.43700000000000006
42268,38.857418,-98.530823,16.0,0.45899999999999996
42269,38.858002,-98.50708,16.0,0.466
42359,38.875916,-98.531555,16.0,0.466
42360,38.876499,-98.507812,16.0,0.46299999999999997
42979,39.022694,-98.585205,16.0,0.414
43073,39.041195,-98.585999,16.0,0.381
43074,39.04179,-98.562164,16.0,0.368
43156,39.059692,-98.586761,16.0,0.341
40963,38.618229,-98.473785,16.0,0.491
40964,38.61879,-98.450134,16.0,0.48100000000000004
41063,38.636719,-98.474518,16.0,0.493
41064,38.637283,-98.450867,16.0,0.486
41148,38.655193,-98.47525,16.0,0.495
41149,38.655762,-98.451569,16.0,0.494
41240,38.673683,-98.475983,16.0,0.49200000000000005
41241,38.674252,-98.452301,16.0,0.491
41352,38.692165,-98.476715,16.0,0.48100000000000004
41353,38.692734,-98.453033,16.0,0.479
41471,38.711224,-98.453735,16.0,0.466
42174,38.840084,-98.482605,16.0,0.44
42270,38.858574,-98.483337,16.0,0.46399999999999997
42271,38.859158,-98.459595,16.0,0.456
42361,38.877068,-98.48407,16.0,0.452
34789,37.563324,-94.358948,16.0,0.42100000000000004
34790,37.562935,-94.335663,16.0,0.42200000000000004
34791,37.562553,-94.312378,10.0,0.485
34966,37.581768,-94.358459,14.0,0.419
34967,37.581387,-94.335175,10.0,0.475
34968,37.581005,-94.31189,12.0,0.426
35152,37.600586,-94.381256,16.0,0.41
35153,37.600212,-94.357971,12.0,0.46299999999999997
35154,37.599827,-94.334686,14.0,0.41600000000000004
35155,37.599449,-94.311401,16.0,0.42100000000000004
35334,37.619041,-94.380798,14.0,0.415
35335,37.618656,-94.357513,10.0,0.418
35336,37.618282,-94.334229,16.0,0.413
35337,37.617508,-94.287628,16.0,0.42
35508,37.637489,-94.38031,16.0,0.406
35509,37.637112,-94.357025,16.0,0.41
35510,37.636726,-94.33374,16.0,0.414
35511,37.636341,-94.310425,16.0,0.41700000000000004
35668,37.656307,-94.403137,16.0,0.40700000000000003
35669,37.655556,-94.356537,16.0,0.41
35670,37.655174,-94.333252,16.0,0.41700000000000004
35671,37.654793,-94.309937,16.0,0.41600000000000004
35832,37.674763,-94.40271,16.0,0.397
35833,37.674389,-94.379395,16.0,0.405
35834,37.674011,-94.356079,16.0,0.41100000000000003
35835,37.673634,-94.332764,16.0,0.418
35836,37.673244,-94.309448,16.0,0.418
35984,37.692459,-94.355591,16.0,0.41200000000000003
35985,37.692081,-94.332275,16.0,0.42100000000000004
37560,37.935944,-94.583435,16.0,0.41600000000000004
38836,38.159721,-97.257111,16.0,0.503
38942,38.177296,-97.328003,16.0,0.488
38943,38.177601,-97.304504,16.0,0.49200000000000005
38944,38.177895,-97.280975,16.0,0.499
38945,38.178185,-97.257477,16.0,0.501
39039,38.195461,-97.351868,16.0,0.48700000000000004
39040,38.195766,-97.328369,16.0,0.494
39041,38.196075,-97.304871,16.0,0.49700000000000005
39042,38.196373,-97.281372,16.0,0.502
39043,38.196667,-97.257843,14.0,0.505
39044,38.196953,-97.234344,16.0,0.491
39134,38.21394,-97.352295,16.0,0.488
39135,38.214241,-97.328766,16.0,0.496
39136,38.214546,-97.305237,16.0,0.499
39137,38.214851,-97.281738,16.0,0.5
39138,38.215137,-97.25824,16.0,0.496
39139,38.215424,-97.234711,16.0,0.491
39227,38.232407,-97.352661,16.0,0.489
39228,38.232719,-97.329163,16.0,0.495
39229,38.233025,-97.305634,16.0,0.498
39230,38.233318,-97.282104,16.0,0.499
39231,38.233608,-97.258606,16.0,0.49200000000000005
39232,38.23391,-97.235077,16.0,0.486
39233,38.23418,-97.211548,16.0,0.485
39310,38.250881,-97.353088,16.0,0.491
39311,38.25119,-97.329529,16.0,0.494
39312,38.251499,-97.30603,16.0,0.493
39313,38.251793,-97.282501,16.0,0.493
39314,38.25209,-97.258972,16.0,0.486
39315,38.252377,-97.235443,16.0,0.478
39409,38.269665,-97.329956,16.0,0.49200000000000005
39410,38.269974,-97.306396,16.0,0.486
39411,38.270279,-97.282867,16.0,0.485
39412,38.270565,-97.259338,16.0,0.479
39413,38.270863,-97.235809,16.0,0.47
39491,38.288452,-97.306793,16.0,0.478
39492,38.28875,-97.283264,16.0,0.473
38116,38.034946,-96.809052,16.0,0.486
38117,38.035126,-96.785583,16.0,0.47700000000000004
38118,38.035305,-96.762146,16.0,0.479
38217,38.053417,-96.809265,16.0,0.49
38218,38.053604,-96.785828,16.0,0.483
38219,38.053776,-96.76236,16.0,0.483
38322,38.071888,-96.809509,16.0,0.491
38323,38.072075,-96.786041,16.0,0.48700000000000004
38324,38.072247,-96.762573,16.0,0.486
38518,38.108036,-96.9039,16.0,0.501
39045,38.201912,-96.717133,16.0,0.483
39046,38.202068,-96.693634,16.0,0.494
39047,38.202225,-96.670105,16.0,0.495
39048,38.202374,-96.646606,16.0,0.48700000000000004
39049,38.202518,-96.623077,16.0,0.479
39140,38.220219,-96.740845,16.0,0.473
39141,38.220383,-96.717346,16.0,0.483
39142,38.220547,-96.693817,16.0,0.491
39143,38.220703,-96.670319,16.0,0.489
39144,38.220852,-96.64679,16.0,0.479
39145,38.221001,-96.62326,16.0,0.47200000000000003
39234,38.238514,-96.764587,16.0,0.462
39235,38.238693,-96.741089,16.0,0.47
39236,38.238857,-96.71756,16.0,0.48100000000000004
39237,38.239017,-96.694031,16.0,0.489
39238,38.239178,-96.670502,16.0,0.485
39239,38.239326,-96.646973,16.0,0.47100000000000003
39240,38.239471,-96.623444,16.0,0.461
39316,38.256992,-96.764832,16.0,0.45
39317,38.257175,-96.741302,16.0,0.45799999999999996
39318,38.257332,-96.717773,16.0,0.475
39319,38.2575,-96.694244,16.0,0.491
39320,38.257652,-96.670715,16.0,0.49
39321,38.257809,-96.647156,16.0,0.47
39322,38.257961,-96.623627,16.0,0.45299999999999996
39414,38.275467,-96.765045,16.0,0.428
39415,38.275646,-96.741516,16.0,0.436
39416,38.275814,-96.717987,16.0,0.46399999999999997
39417,38.275974,-96.694427,16.0,0.48700000000000004
39418,38.276138,-96.670898,16.0,0.49200000000000005
39419,38.276287,-96.647369,16.0,0.478
39420,38.276436,-96.62381,16.0,0.461
39493,38.293953,-96.765289,16.0,0.419
39494,38.294121,-96.74173,16.0,0.41200000000000003
39495,38.294296,-96.718201,16.0,0.43700000000000006
39496,38.294456,-96.694641,16.0,0.462
39497,38.294617,-96.671082,16.0,0.478
39498,38.294769,-96.647552,16.0,0.483
39499,38.294918,-96.623993,16.0,0.47700000000000004
39555,38.312431,-96.765503,16.0,0.42700000000000005
39556,38.312599,-96.741943,16.0,0.402
39557,38.312775,-96.718384,16.0,0.40700000000000003
39558,38.312935,-96.694855,16.0,0.425
39559,38.313091,-96.671295,16.0,0.45
39560,38.313248,-96.647736,16.0,0.47600000000000003
39561,38.313393,-96.624207,16.0,0.485
39607,38.330921,-96.765747,16.0,0.439
39608,38.331085,-96.742188,16.0,0.415
39609,38.331257,-96.718628,16.0,0.40399999999999997
39610,38.331425,-96.695068,16.0,0.401
39611,38.331573,-96.671509,16.0,0.415
39612,38.33173,-96.647949,16.0,0.45299999999999996
39613,38.331879,-96.62439,16.0,0.47600000000000003
39669,38.349567,-96.742371,16.0,0.44799999999999995
39670,38.349735,-96.718811,16.0,0.433
39671,38.349895,-96.695251,16.0,0.40700000000000003
39672,38.350048,-96.671692,16.0,0.39
39673,38.350204,-96.648132,16.0,0.419
39674,38.350353,-96.624573,16.0,0.45299999999999996
39736,38.368225,-96.719025,16.0,0.45
39737,38.368385,-96.695465,16.0,0.41700000000000004
39738,38.368538,-96.671875,16.0,0.385
39739,38.36869,-96.648315,16.0,0.391
39740,38.368835,-96.624756,16.0,0.41700000000000004
39818,38.387024,-96.672089,16.0,0.392
38417,38.092548,-96.457703,16.0,0.506
38418,38.092663,-96.434235,16.0,0.513
38419,38.092747,-96.410767,16.0,0.513
38420,38.092842,-96.387268,16.0,0.509
38519,38.110916,-96.481323,16.0,0.505
38520,38.111027,-96.457825,16.0,0.512
38521,38.111122,-96.434357,16.0,0.516
38522,38.111225,-96.410889,16.0,0.514
38523,38.111313,-96.38739,16.0,0.513
38627,38.129387,-96.481445,16.0,0.51
38628,38.129494,-96.457947,16.0,0.519
38629,38.129601,-96.434479,16.0,0.519
38630,38.1297,-96.411011,16.0,0.512
38631,38.129787,-96.387512,16.0,0.51
38728,38.147865,-96.481598,16.0,0.51
38729,38.147972,-96.458099,16.0,0.519
38730,38.148075,-96.434601,16.0,0.516
38731,38.148174,-96.411133,16.0,0.506
38732,38.14827,-96.387634,16.0,0.505
38837,38.166332,-96.48175,16.0,0.506
38838,38.166439,-96.458252,16.0,0.512
38839,38.166546,-96.434753,16.0,0.505
38840,38.166645,-96.411255,16.0,0.493
38841,38.166737,-96.387756,16.0,0.488
38946,38.184914,-96.458374,16.0,0.501
38947,38.185024,-96.434875,16.0,0.493
38948,38.185123,-96.411346,16.0,0.48
38949,38.185211,-96.387848,16.0,0.46799999999999997
39902,38.406567,-96.483582,16.0,0.391
39146,38.221146,-96.599762,16.0,0.455
39241,38.239616,-96.599915,16.0,0.449
39242,38.239754,-96.576416,16.0,0.434
39323,38.258095,-96.600098,16.0,0.445
39324,38.258228,-96.576569,16.0,0.43200000000000005
39421,38.276577,-96.600281,16.0,0.457
39422,38.276707,-96.576752,16.0,0.44799999999999995
39614,38.332012,-96.60083,16.0,0.47700000000000004
39615,38.332161,-96.57724,16.0,0.465
39675,38.350494,-96.600983,16.0,0.46
39741,38.368977,-96.601166,16.0,0.425
39742,38.36937,-96.530457,10.0,0.4
39820,38.387856,-96.530609,10.0,0.395
39900,38.406345,-96.530762,6.0,0.43200000000000005
38325,38.074459,-96.363708,16.0,0.491
38326,38.074547,-96.34024,16.0,0.5
38421,38.09293,-96.363831,16.0,0.511
38422,38.09301,-96.340332,16.0,0.505
38423,38.093082,-96.316864,16.0,0.489
38524,38.111401,-96.363922,16.0,0.514
38525,38.111481,-96.340454,16.0,0.503
38526,38.111561,-96.316956,16.0,0.48
38632,38.129871,-96.364014,16.0,0.509
38633,38.129955,-96.340546,16.0,0.498
38634,38.130032,-96.317047,16.0,0.47700000000000004
38733,38.14835,-96.364136,16.0,0.5
38734,38.148434,-96.340637,16.0,0.49
38735,38.148514,-96.317139,16.0,0.47600000000000003
38842,38.166817,-96.364227,16.0,0.478
39147,38.222256,-96.364563,16.0,0.451
39148,38.222336,-96.341034,16.0,0.434
39149,38.222416,-96.317505,16.0,0.426
39243,38.24073,-96.364685,16.0,0.47
39244,38.240818,-96.341125,16.0,0.45399999999999996
39245,38.240887,-96.317627,16.0,0.445
39325,38.259212,-96.364777,16.0,0.485
39326,38.259296,-96.341248,16.0,0.473
39327,38.259365,-96.317688,16.0,0.46299999999999997
39503,38.296246,-96.341431,16.0,0.485
38207,38.01992,-98.731812,16.0,0.46
38208,38.02055,-98.708374,16.0,0.465
38209,38.021175,-98.684937,16.0,0.467
38210,38.02179,-98.661499,16.0,0.46799999999999997
38316,38.038391,-98.732605,16.0,0.456
38101,37.979351,-99.456909,16.0,0.461
38200,37.997803,-99.457916,16.0,0.461
38310,38.016258,-99.458923,16.0,0.465
38412,38.034706,-99.459961,16.0,0.473
38513,38.053154,-99.460968,16.0,0.483
38514,38.053947,-99.437531,16.0,0.48
38622,38.071609,-99.461975,16.0,0.483
38623,38.072407,-99.438538,16.0,0.47600000000000003
38722,38.090069,-99.462982,16.0,0.47200000000000003
38723,38.090862,-99.439545,16.0,0.466
38829,38.108521,-99.463989,16.0,0.457
38830,38.109322,-99.440552,16.0,0.45299999999999996
38933,38.126984,-99.465027,16.0,0.442
38934,38.127773,-99.441559,16.0,0.441
39035,38.145439,-99.466034,16.0,0.431
39036,38.146236,-99.442566,16.0,0.43200000000000005
38102,37.980145,-99.433502,16.0,0.455
38103,37.980934,-99.410095,16.0,0.45
38201,37.998596,-99.434509,16.0,0.46
38202,37.99939,-99.411102,16.0,0.45899999999999996
38203,38.00016,-99.387665,16.0,0.456
38311,38.017052,-99.435516,16.0,0.46799999999999997
38312,38.017834,-99.412079,16.0,0.47
38313,38.01862,-99.388672,16.0,0.46799999999999997
38413,38.035496,-99.436523,16.0,0.47600000000000003
38414,38.036293,-99.413086,16.0,0.479
38415,38.037071,-99.389648,16.0,0.47700000000000004
38515,38.054745,-99.414093,16.0,0.479
38516,38.055527,-99.390656,16.0,0.479
38624,38.073204,-99.4151,16.0,0.47200000000000003
38625,38.07399,-99.391663,16.0,0.473
38724,38.091656,-99.416077,16.0,0.462
38725,38.092442,-99.392639,16.0,0.462
38831,38.110104,-99.417084,16.0,0.452
38832,38.110897,-99.393616,16.0,0.45
38935,38.128567,-99.418091,16.0,0.44299999999999995
38416,38.037861,-99.366211,16.0,0.47
38517,38.056305,-99.367218,16.0,0.47700000000000004
38626,38.074768,-99.368195,16.0,0.474
38726,38.093216,-99.369202,16.0,0.46399999999999997
38204,38.018013,-98.802094,16.0,0.461
38205,38.018654,-98.778687,16.0,0.456
38206,38.019295,-98.755249,16.0,0.45799999999999996
38314,38.037113,-98.77948,16.0,0.45799999999999996
38315,38.03775,-98.756042,16.0,0.456
38005,37.960102,-99.479309,16.0,0.45899999999999996
38097,37.97612,-99.550537,16.0,0.46
38098,37.976936,-99.52713,16.0,0.461
38099,37.977749,-99.503723,16.0,0.46299999999999997
38100,37.978554,-99.480316,16.0,0.46399999999999997
38195,37.993748,-99.574982,16.0,0.469
38196,37.994568,-99.551575,16.0,0.466
38197,37.995377,-99.528168,16.0,0.469
38198,37.996193,-99.504761,16.0,0.46799999999999997
38199,37.997002,-99.481323,16.0,0.46399999999999997
38304,38.011364,-99.599457,16.0,0.483
38305,38.012196,-99.57605,16.0,0.47700000000000004
38306,38.013016,-99.552612,16.0,0.474
38307,38.013836,-99.529205,16.0,0.474
38308,38.014648,-99.505768,16.0,0.47
38309,38.015446,-99.482361,16.0,0.466
38406,38.029827,-99.600494,8.0,0.508
